product_name,product_url_image,product_price,product_discount_price,product_stock,product_volume,product_weight
Delfi Maltitos 40gr/Cokelat,https://storage.googleapis.com/indo-astro/Delfi_Maltitos_40gr_Coklat_240x240.png,8000,,3,144,45
Delfi Take It 4Fingers Milk 35gr/Cokelat,https://storage.googleapis.com/indo-astro/Delfi_Take_It_4Fingers_Milk_35gr_Coklat_240x240.png,8100,,26,99,35
Hershey's Kisses Chocolate Almond 36gr/Cokelat ,https://storage.googleapis.com/indo-astro/Hershey's_Kisses_Chocolate_Almond_36gr_Cokelat__240x240.png,19900,,10,520,40
Hershey's Kisses Chocolate Cookies & Cream 36gr/Cokelat,https://storage.googleapis.com/indo-astro/Hershey's_Kisses_Chocolate_Cookies_&_Cream_Cokelat_36gr_240x240.png,19900,,13,520,40
Hershey's Kisses Chocolate Milk 36gr/Cokelat ,https://storage.googleapis.com/indo-astro/Hershey's_Kisses_Chocolate_Milk_Chocolate_36g_Cokelat__240x240.png,19900,,18,520,40
Kinder Joy Chocolate For Girls 1 Pcs 20gr/Cokelat,https://storage.googleapis.com/indo-astro/Kinder_Joy_Chocolate_For_Girls_-_1pc_20gr_240x240.png,13600,,9,800,20
Milo Energy Cube 100 Pcs,https://storage.googleapis.com/indo-astro/Milo_Energy_Cube_100_Pcs_PRODUCT_240x240.png,58300,,18,1248,285
Nutella & Go! 48gr,https://storage.googleapis.com/indo-astro/Nutella_&_Go!_48gr_240x240.png,32900,,8,448,48
Reese Peanut Butter Cups 2 Pcs 42gr/Cokelat,https://storage.googleapis.com/indo-astro/Reese_Peanut_Butter_Cups_-_2_pcs_240x240.png,39500,,19,140,200
Silverqueen Chunky Bar Cashew 95gr/Cokelat,https://storage.googleapis.com/indo-astro/Silverqueen_Chunky_Bar_Cashew_95gr_Coklat_240x240.png,22800,,7,595,95
Silverqueen Classic Cashew 62gr/Cokelat,https://storage.googleapis.com/indo-astro/Silverqueen_Classic_Cashew_62gr_Coklat_240x240.png,16000,,2,75,65
Thin Bites Dark Chocolate Blueberry w/ Quinoa Crunch 130gr/Cokelat,https://storage.googleapis.com/indo-astro/Thin_Bites_Dark_Chocolate_Cokelat__Blueberry_w__Quinoa_Crunch_130gr_240x240.png,65700,,1,1275,130
Twister Black Vanilla 80gr/Cokelat,https://storage.googleapis.com/indo-astro/Twister_Black_Vanilla_80gr_Coklat_240x240.png,8000,,2,1584,80
Twister Chocolate 80gr/Cokelat,https://storage.googleapis.com/indo-astro/Twister_Chocolate_80gr_Coklat_240x240.png,8000,,5,1584,80
Whittaker's Chocolate Bar Creamy Milk 200gr/Cokelat,https://storage.googleapis.com/indo-astro/Whittaker's_Chocolate_Bar_Creamy_Milk_200gr_240x240.png,89900,,9,252,200
Ritter Sport Mini Tower Nut 116gr,https://storage.googleapis.com/indo-astro/Ritter_Sport_Mini_Tower_Nut_116gr_1658381237059_PRODUCT_240x240.png,92500,,3,2000,116
Silverqueen Bites Dark Chocolate 35gr,https://storage.googleapis.com/indo-astro/Silverqueen_Bites_Dark_Chocolate_35gr_1658391094969_PRODUCT_240x240.png,9000,,4,576,35
Silverqueen Bites Chocolate Cashew 35gr,https://storage.googleapis.com/indo-astro/SilverQueen_Bites_Chocolate_Cashew_35gr_1658391123903_PRODUCT_240x240.png,8800,,1,972,35
Silverqueen Bites Chocolate Almond 35gr,https://storage.googleapis.com/indo-astro/Silverqueen_Bites_Chocolate_Almond_35gr_1658391167368_PRODUCT_240x240.png,9200,,4,880,35
Delfi Chacha Milk Chocolate 50gr,https://storage.googleapis.com/indo-astro/Delfi_Chacha_Milk_Chocolate_50gr_1649752163490_PRODUCT_240x240.png,8500,,5,1000,50
Delfi Chacha Peanut 50gr,https://storage.googleapis.com/indo-astro/Delfi_Chacha_Peanut_50gr_1649752171519_PRODUCT_240x240.png,8500,,6,1000,50
Lucky Stick Choco Coffee 38gr,https://storage.googleapis.com/indo-astro/Lucky_Stick_Choco_Coffee_38gr_PRODUCT_1644291541340_240x240.png,9500,,40,1000,38
Lucky Stick Chocolate 45gr,https://storage.googleapis.com/indo-astro/Lucky_Stick_Chocolate_45gr_PRODUCT_1644291112603_240x240.png,9500,,3,1000,45
Delfi Chocolate Cashew Cokelat 50gr,https://storage.googleapis.com/indo-astro/Delfi_Chocolate_Cashew_Cokelat_50gr_240x240.png,13700,,12,1000,50
Kinder Bueno Chocolate Cokelat 43gr,https://storage.googleapis.com/indo-astro/Kinder_Bueno_Chocolate_Cokelat_43gr_240x240.png,14200,,6,1000,43
Naraya Gold Coin Chocolate Cokelat Bag 200gr,https://storage.googleapis.com/indo-astro/Naraya_Gold_Coin_Chocolate_Cokelat_Bag_200gr_240x240.png,40300,,4,1000,200
Toblerone Dark Chocolate 100gr/Cokelat,https://storage.googleapis.com/indo-astro/Toblerone_Dark_Chocolate_100gr_Cokelat_240x240.png,36800,,4,1000,100
Cadbury Dairy Milk Chocolate 30gr/Cokelat,https://storage.googleapis.com/indo-astro/Cadbury_Dairy_Milk_Chocolate_30gr_-_Cokelat_240x240.png,7900,,0,128,30
Cadbury Dairy Milk Chocolate 62gr/Cokelat,https://storage.googleapis.com/indo-astro/Cadbury_Dairy_Milk_Chocolate_62gr_-_Cokelat_240x240.png,16000,,0,216,62
Cadbury Dairy Milk Oreo 60gr/Cokelat,https://storage.googleapis.com/indo-astro/Cadbury_Dairy_Milk_Oreo_60gr_-_Cokelat_240x240.png,18000,,0,216,60
Nutella B-Ready T1 22 Gr,https://storage.googleapis.com/indo-astro/Nutella_B-Ready_T1_22_Gr_1649320051345_PRODUCT_240x240.png,7600,,0,1000,22
Kit Kat Wafer Finger isi 6 Pcs 102gr/Cokelat,https://storage.googleapis.com/indo-astro/Kit_Kat_Wafer_Finger_isi_6pc_102gr_Cokelat_240x240.png,28000,,0,240,102
Kit Kat 4 Fingers 35gr/Cokelat,https://storage.googleapis.com/indo-astro/Kit_Kat_4_Fingers_35gr_Cokelat_1650595003504_PRODUCT_240x240.png,9900,,0,77,40
Silverqueen Green Tea Matcha 28gr/Cokelat,https://storage.googleapis.com/indo-astro/Silverqueen_Green_Tea_Matcha_28g___Coklat_Matcha_240x240.png,8600,,0,30,28
Silverqueen Very Bery Yoghurt 28gr/Cokelat,https://storage.googleapis.com/indo-astro/Silverqueen_Very_Bery_Yoghurt_28gr_Coklat_240x240.png,11500,,0,30,28
Choki - Choki Cokelat Cashew isi 20pcs,https://storage.googleapis.com/indo-astro/Choki_-_Choki_Cokelat_Cashew_isi_20pcs_1654770945125_PRODUCT_240x240.png,19900,,0,350,200
Kit Kat 2 Fingers 17gr,https://storage.googleapis.com/indo-astro/Kit_Kat_2_Fingers_17gr_1650263076968_PRODUCT_240x240.png,4500,,0,1000,17
Toblerone Milk  Chocolate 100gr/Cokelat,https://storage.googleapis.com/indo-astro/Toblerone_Milk__Chocolate_100gr_Cokelat_240x240.png,36800,,0,1000,100
Strepsils Vitamin C 1 Sachet isi 8 tablet/Permen ,https://storage.googleapis.com/indo-astro/Strepsils_Vitamin_C_Permen_1_sachet_isi_8_240x240.png,16200,,25,70,21
Ricola Can Menthol 100gr/Permen,https://storage.googleapis.com/indo-astro/Ricola_Can_Menthol_100gr_Permen_1658809233043_PRODUCT_240x240.png,31300,25000,16,162,100
Permen Alba Pastilles 100gr,https://storage.googleapis.com/indo-astro/Permen_Alba_Pastilles_100gr_Permen_240x240.png,13200,,3,640,100
Fisherman's Friend Original Extra Strong Sachet 25gr/Permen,https://storage.googleapis.com/indo-astro/Fishermans_Friend_Original_Extra_Strong_Sachet_25gr_Permen_240x240.png,17100,,2,154,25
Fisherman's Friend Blackcurrant 25gr/Permen,https://storage.googleapis.com/indo-astro/Fisherman's_Friend_Blackcurrant_Permen_-_25gr_240x240.png,16600,,2,77,25
Fisherman's Friend Honey & Lemon 25gr/Permen,https://storage.googleapis.com/indo-astro/Fisherman's_Friend_Honey_&_Lemon_Permen_-_25gr_240x240.png,13700,,1,77,25
Fox's Crystal Clear Fruits Kaleng 180gr/Permen,https://storage.googleapis.com/indo-astro/Fox's_Crystal_Clear_Fruits_Kaleng_180gr_Permen_240x240.png,22000,,3,891,260
Fox's Crystal Clear Fruits 90gr isi 20 Pcs/Permen,https://storage.googleapis.com/indo-astro/Fox's_Crystal_Clear_Fruits_90gr_Permen_isi_20_Pcs_240x240.png,7300,,5,1000,90
Haribo Goldbears Gummy Bear Candy 80gr/Permen,https://storage.googleapis.com/indo-astro/Haribo_Goldbears_Gummy_Bear_Candy_Permen_80gr_240x240.png,16000,,1,192,100
Haribo Happy Cola Gummy Bear Candy 80gr/Permen,https://storage.googleapis.com/indo-astro/Haribo_Happy_Cola_Gummy_Bear_Candy_Permen_80gr_240x240.png,16000,,4,192,100
Kopiko Coffee Candy 150gr isi 50 Pcs/Permen,https://storage.googleapis.com/indo-astro/Kopiko_Coffee_Candy_150gr_isi_50pcs_Permen_240x240.png,8000,,5,294,160
Mint Z Chewy Doublemint Candy 115gr isi 50 Pcs/Permen,https://storage.googleapis.com/indo-astro/Mint_Z_Chewy_Doublemint_Candy_115gr_isi_50pc_Permen_240x240.png,7900,,3,840,115
Mint Z Chewy Peppermint Candy 115gr isi 50 Pcs/Permen,https://storage.googleapis.com/indo-astro/Mint_Z_Chewy_Peppermint_Candy_115gr_isi_50pc_Permen_240x240.png,7900,,6,840,115
Ricola Can Blackcurrant 100gr/Permen,https://storage.googleapis.com/indo-astro/Ricola_Can_Blackcurrant_100gr_Permen_1658809250818_PRODUCT_240x240.png,31600,25000,4,162,100
Ricola Can Lemon Mint 100gr/Permen,https://storage.googleapis.com/indo-astro/Ricola_Can_Lemon_Mint_100gr_Permen_1658808403655_PRODUCT_240x240.png,31600,25000,6,162,100
Ricola Can Original Herbs 100gr/Permen,https://storage.googleapis.com/indo-astro/Ricola_Can_Original_Herbs_100gr_Permen_1658809272203_PRODUCT_240x240.png,31600,25000,3,162,100
Yupi Gummy Baby Bears 45gr/Permen,https://storage.googleapis.com/indo-astro/Yupi_Gummy_Baby_Bears_Permen_45gr_240x240.png,4900,,6,351,45
Yupi Gummy Neon Stix 45gr/Permen,https://storage.googleapis.com/indo-astro/Yupi_Gummy_Neon_Stix_Permen_45gr_240x240.png,4900,,5,351,45
Yupi Gummy Strawberry Kiss 45gr/Permen,https://storage.googleapis.com/indo-astro/Yupi_Gummy_Strawberry_Kiss_Permen_45gr_240x240.png,4900,,5,351,45
Yupi Gummy Strawberry Kiss isi 50 Pcs 110gr/Permen,https://storage.googleapis.com/indo-astro/Yupi_Gummy_Strawberry_Kiss_Permen_isi_50pc_110gr_240x240.png,11900,,4,561,110
Mint Z Chewy Grapemint 115gr,https://storage.googleapis.com/indo-astro/Mint_Z_Chewy_Grapemint_115gr_1652434802677_PRODUCT_240x240.png,6500,,1,1000,115
Mint Z Chewy Barleymint 115gr,https://storage.googleapis.com/indo-astro/Mint_Z_Chewy_Barleymint_115gr_1655460677939_PRODUCT_240x240.png,6500,,2,1000,115
Chomp Chomp Marshmallow Plain 60gr,https://storage.googleapis.com/indo-astro/Chomp_Chomp_Marshmallow_Plain_60gr_1649837594616_PRODUCT_240x240.png,10300,,1,1000,60
Fisherman's friend Choco Mentho Mint 25gr,https://storage.googleapis.com/indo-astro/Fisherman's_friend_Choco_Mentho_Mint_25gr_1649754270346_PRODUCT_240x240.png,18500,,1,1000,25
Ricola Glacier Mint 40gr,https://storage.googleapis.com/indo-astro/Ricola_Glacier_Mint_40gr_PRODUCT_240x240.png,16200,13700,6,1000,40
Ricola Lemon Mint 40gr,https://storage.googleapis.com/indo-astro/Ricola_Lemon_Mint_40gr_PRODUCT_240x240.png,16200,,5,1000,40
Ricola Original Herb 40gr,https://storage.googleapis.com/indo-astro/Ricola_Original_Herb_40gr_PRODUCT_240x240.png,16200,,10,1000,40
Ricola Blackcurrant Pearls 25gr,https://storage.googleapis.com/indo-astro/Ricola_Blackcurrant_Pearls_25gr_PRODUCT_240x240.png,13800,11700,3,1000,25
Ricola Strawberry Pearls 25gr,https://storage.googleapis.com/indo-astro/Ricola_Strawberry_Pearls_25gr_PRODUCT_240x240.png,13800,11700,3,1000,25
Ricola Spearmint Pearls 25gr,https://storage.googleapis.com/indo-astro/Ricola_Spearmint_Pearls_25gr_PRODUCT_240x240.png,13800,11700,3,1000,25
Fox's Crystal Clear Berries Kaleng 180gr,https://storage.googleapis.com/indo-astro/Fox's_Crystal_Clear_Berries_Kaleng_180gr_PRODUCT_1645524438642_240x240.png,22300,,16,1000,180
Mentos Fruit Chewy Roll Candy 37gr/Permen,https://storage.googleapis.com/indo-astro/Mentos_Fruit_Chewy_Roll_Candy_37gr_240x240.png,3600,,1,1000,37
MD Candy Chen Pi Ying Zi Seedless Conserved Plum 454gr/Permen,https://storage.googleapis.com/indo-astro/MD_Candy_Chen_Pi_Ying_Zi_Seedless_Conserved_Plum_454gr_240x240.png,65700,,2,1000,454
MD Candy Chen Pi Mei Conserved Plum 454gr/Permen,https://storage.googleapis.com/indo-astro/MD_Candy_Chen_Pi_Mei_Conserved_Plum_454gr_240x240.png,65700,,2,1000,454
Alpenliebe Lollipop Strawberry Candy 6gr,https://storage.googleapis.com/indo-astro/Alpenliebe_Lollipop_Strawberry_Candy_6gr_240x240.png,1600,,5,1000,6
Mentos Anggur Chewy Roll Candy 37gr/Permen,https://storage.googleapis.com/indo-astro/Mentos_Anggur_Chewy_Roll_Candy_37gr_Permen_PRODUCT_1644891107154_240x240.png,3600,,6,1000,37
Relaxa Barley Mint Candy 50 pcs 125gr,https://storage.googleapis.com/indo-astro/Relaxa_Barley_Mint_Candy_50s_125g_240x240.png,7400,,9,1000,125
Relaxa Grape Mint Candy 50 pcs 125gr,https://storage.googleapis.com/indo-astro/Relaxa_Grape_Mint_Candy_50s_125g_240x240.png,7300,,4,1000,125
Permen Kis Barley isi 50 pcs 125gr/Candy,https://storage.googleapis.com/indo-astro/Permen_Kis_Barley_isi_50pc_125gr_Candy_240x240.png,6600,,46,1000,125
Permen Kis Cherry isi 50 pcs 125gr/Candy,https://storage.googleapis.com/indo-astro/Permen_Kis_Cherry_isi_50pc_125gr_Candy_240x240.png,6600,,3,1000,125
Naraya Gold Coin Chocolate Cokelat Bag 200gr,https://storage.googleapis.com/indo-astro/Naraya_Gold_Coin_Chocolate_Cokelat_Bag_200gr_240x240.png,40300,,4,1000,200
Lotte Permen Karet  Xylitol Blueberry Mint 58gr,https://storage.googleapis.com/indo-astro/Lotte_Permen_Karet__Xylitol_Blueberry_Mint_58gr_240x240.png,17700,,4,1000,58
Strepsils Cool 1 Sachet isi 8 tablet/Permen,https://storage.googleapis.com/indo-astro/Strepsils_Cool_Permen_1_sachet_isi_8_20.8gr_240x240.png,14100,,0,77,20
Strepsils Original 1 Sachet isi 8 tablet/Permen,https://storage.googleapis.com/indo-astro/Strepsils_Original_Permen_1_sachet_isi_8_240x240.png,16200,,0,70,200
Fox's Crystal Clear Berries 90gr isi 20 Pcs/Permen,https://storage.googleapis.com/indo-astro/Fox's_Crystal_Clear_Berries_90gr_Permen_isi_20_Pcs_240x240.png,7200,,0,1000,90
Yupi Gummy Lunch isi 32 Pcs 95gr/Permen,https://storage.googleapis.com/indo-astro/Yupi_Gummy_Lunch_Permen_isi_32pc_95gr_240x240.png,11900,,0,561,95
Lotte Xylitol Lime Mint Limited Edition BTS 58gr,https://storage.googleapis.com/indo-astro/Lotte_Xylitol_Lime_Mint_Limited_Edition_BTS_58gr_1652866259983_PRODUCT_240x240.png,18800,,0,1000,58
Mentos Rainbow Roll Candy 37gr/Permen,https://storage.googleapis.com/indo-astro/Mentos_Rainbow_Roll_Candy_37gr_240x240.png,3600,,0,1000,37
Mentos Mint Chewy Roll Candy 37gr/Permen,https://storage.googleapis.com/indo-astro/Mentos_Mint_Chewy_Roll_Candy_37gr_240x240.png,3600,,0,1000,37
Lotte Permen Karet Xylitol Lime Mint 58gr,https://storage.googleapis.com/indo-astro/Lotte_Permen_Karet_Xylitol_Lime_Mint_58gr_240x240.png,17500,,0,1000,58
Yogood Blueberry Cranberry Bar 23gr,https://storage.googleapis.com/indo-astro/Yogood_Blueberry_Cranberry_Bar_23gr_PRODUCT_240x240.png,13900,,26,1000,25
Lemonilo Brownies Crispy Choco Chips 40gr,https://storage.googleapis.com/indo-astro/Choco_Chips_Lemonilo_Brownies_Crispy_-_40gr_240x240.png,11500,,4,1792,40
Granova Bar Nuts & Chocolate 38gr,https://storage.googleapis.com/indo-astro/Granova_Bar_-_Nuts_&_Chocolate_38gr_240x240.png,14200,,2,85,38
Melts Dark Chocolate Cookies 120gr,https://storage.googleapis.com/indo-astro/Melts_Dark_Chocolate_Cookies_120gr_240x240.png,35400,,3,2156,140
Bionic Farm Sweetatoes Keripik Ubi Madu 50gr,https://storage.googleapis.com/indo-astro/Bionic_Farm_Sweetatoes_Keripik_Ubi_Madu_50gr_240x240.png,9600,,4,1472,70
HB Tummy Berries Yogurt Bar 25gr,https://storage.googleapis.com/indo-astro/HB_Tummy_Berries_Yogurt_Bar_25gr_240x240.png,7000,,5,1000,25
Strive Energy Bar Peanut Butter 40gr,https://storage.googleapis.com/indo-astro/Strive_Energy_Bar_Peanut_Butter_40gr_1659411040169_PRODUCT_240x240.png,21300,,5,1000,40
Chocolate Vanilla East Bali Cashews Granola Bites 125gr,https://storage.googleapis.com/indo-astro/Chocolate_Vanilla_East_Bali_Cashews_Granola_Bites_125gr_240x240.png,28800,,2,3240,125
Chocolate Banana East Bali Cashews Granola Bites 125gr,https://storage.googleapis.com/indo-astro/Chocolate_Banana_East_Bali_Cashews_Granola_Bites_125gr_240x240.png,28800,,4,3240,200
Fitbar Chocolate Multigrain 5 Pcs 22gr,https://storage.googleapis.com/indo-astro/Chocolate_5x22gr_Fitbar_Multigrain_240x240.png,22400,,12,900,130
Naraya Oat Choco Chocolate 90gr,https://storage.googleapis.com/indo-astro/Naraya_Oat_Choco_Chocolate_90gr_240x240.png,14100,,1,2070,90
Naraya Oat Choco Original 100gr,https://storage.googleapis.com/indo-astro/Naraya_Oat_Choco_Original_100gr_240x240.png,14100,,3,2208,100
Whole Chips Purple Ube 90gr/Keripik,https://storage.googleapis.com/indo-astro/Whole_Chips_Keripik_Purple_Ube_90gr_240x240.png,24800,,1,2070,90
Whole Chips Yellow Ube 90gr/Keripik,https://storage.googleapis.com/indo-astro/Whole_Chips_Keripik_Yellow_Ube_90gr_240x240.png,24800,,4,2070,90
Oh Ma Grain! - Sweet Cheese Popped Rice Crackers 50gr,https://storage.googleapis.com/indo-astro/Oh_Ma_Grain!_-_Sweet_Cheese_Popped_Rice_Crackers_50gr_1657085254348_PRODUCT_240x240.png,19200,,4,384,50
Oh Ma Grain! - Salted Caramel Popped Rice Crackers 50gr,https://storage.googleapis.com/indo-astro/Oh_Ma_Grain!_-_Salted_Caramel_Popped_Rice_Crackers_50gr_1657085290810_PRODUCT_240x240.png,19200,,2,384,50
Granova Homemade Granola Banana Nut 270gr,https://storage.googleapis.com/indo-astro/Granova_Homemade_Granola_Banana_Nut_270gr_1656565928207_PRODUCT_240x240.png,59500,,3,600,270
Granova Bar - Peanut Butter & Berry 26gr,https://storage.googleapis.com/indo-astro/Granova_Bar_-_Peanut_Butter_&_Berry_26gr_1657078789575_PRODUCT_240x240.png,8000,,1,255,26
Granova Bar - Nuts & Seeds 26gr,https://storage.googleapis.com/indo-astro/Granova_Bar_-_Nuts_&_Seeds_26gr_1657078689040_PRODUCT_240x240.png,8000,,4,255,26
Granova Bar - Nuts & Chocolate 26gr,https://storage.googleapis.com/indo-astro/Granova_Bar_-_Nuts_&_Chocolate_26gr_1657078757492_PRODUCT_240x240.png,8000,,6,1105,26
Oh Ma Grain! - Popped Rice Crackers Seaweed 50gr,https://storage.googleapis.com/indo-astro/Oh_Ma_Grain!_-_Popped_Rice_Crackers_Seaweed_50gr_1657085319562_PRODUCT_240x240.png,14900,,3,2688,50
Oh Ma Grain! - Popped Rice Crackers Sea Salt 35gr,https://storage.googleapis.com/indo-astro/Oh_Ma_Grain!_-_Popped_Rice_Crackers_Sea_Salt_35gr_1657085347511_PRODUCT_240x240.png,14900,,5,2688,35
Naraya Oat Cookies Butter Ring 150gr,https://storage.googleapis.com/indo-astro/Naraya_Oat_Cookies_Butter_Ring_150gr_1649320240007_PRODUCT_240x240.png,21500,,4,1000,150
Naraya Oat Cookies Chocolate Chip 150gr,https://storage.googleapis.com/indo-astro/Naraya_Oat_Cookies_Chocolate_Chip_150gr_1649320153773_PRODUCT_240x240.png,21500,,8,1000,150
Greenara Dried Apricot 100gr,https://storage.googleapis.com/indo-astro/Greenara_Dried_Apricot_100gr_1649235463243_PRODUCT_240x240.png,22000,,5,1000,100
Francis Organic Pistachio Original 100gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Pistachio_Original_100gr_1649225165424_PRODUCT_240x240.png,52000,41600,8,1000,100
Francis Organic Dried Raisins 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Dried_Raisins_85gr_1649224981561_PRODUCT_240x240.png,24500,19600,2,1000,85
Francis Organic Mixed Berries 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Mixed_Berries_85gr_1649224836572_PRODUCT_240x240.png,44500,,1,1000,85
Barefood KONA Dark Chocolate & Vanilla Coconut Chips 45gr,https://storage.googleapis.com/indo-astro/Barefood_KONA_Dark_Chocolate_&_Vanilla_Coconut_Chips_45gr_PRODUCT_240x240.png,15200,,5,1000,45
Barefood KONA Sweet Pandan Coconut Chips 45gr,https://storage.googleapis.com/indo-astro/Barefood_KONA_Sweet_Pandan_Coconut_Chips_45gr_PRODUCT_240x240.png,15200,,5,1000,45
Barefood KONA Original Coconut Chips 45gr,https://storage.googleapis.com/indo-astro/Barefood_KONA_Original_Coconut_Chips_45gr_PRODUCT_240x240.png,15200,,10,1000,45
Yogood Choc & Nut Bar 23gr,https://storage.googleapis.com/indo-astro/Yogood_Choc_&_Nut_Bar_23gr_PRODUCT_240x240.png,13200,,12,1000,23
Yogood Strawberry Bar 23gr,https://storage.googleapis.com/indo-astro/Yogood_Strawberry_Bar_23gr_PRODUCT_240x240.png,13200,,5,1000,25
Strive Energy Bar Choco 40gr,https://storage.googleapis.com/indo-astro/Strive_Energy_Bar_Choco_40gr_1659411012324_PRODUCT_240x240.png,21300,,4,1000,40
Strive Energy Bar Salted Caramel 40gr,https://storage.googleapis.com/indo-astro/Strive_Energy_Bar_Salted_Caramel_40gr_1659411068600_PRODUCT_240x240.png,21300,,6,1000,40
HB Tummy Lime Yogurt Bar 25gr,https://storage.googleapis.com/indo-astro/HB_Tummy_Lime_Yogurt_Bar_25gr_240x240.png,9200,,13,1000,25
TaoKaeNoi Crispy Seaweed Original 32gr/Rumput Laut,https://storage.googleapis.com/indo-astro/TaoKaeNoi_Crispy_Seaweed_Original_32gr_Rumput_Laut_240x240.png,26200,,10,240,32
TaoKaeNoi Crispy Seaweed Original 15gr/Rumput Laut,https://storage.googleapis.com/indo-astro/TaoKaeNoi_Crispy_Seaweed_Original_15gr_Rumput_Laut_240x240.png,16500,,1,240,15
Fitbar Fruits Multigrain 5 Pcs 22gr,https://storage.googleapis.com/indo-astro/Fruits_5x22gr_Fitbar_Multigrain_240x240.png,24200,,0,900,130
Granova Granola Banana Walnut 100gr,https://storage.googleapis.com/indo-astro/Granova_Granola_Banana_Walnut_100gr_240x240.png,25000,,0,816,100
Ladang Lima Blackmond Cookies 180gr,https://storage.googleapis.com/indo-astro/Ladang_Lima_Blackmond_Cookies_180gr_PRODUCT_1646715741629_240x240.png,28000,,0,2700,180
Lemonilo Brownies Crispy Cheese 40gr,https://storage.googleapis.com/indo-astro/Cheese_Lemonilo_Brownies_Crispy_-_40gr_240x240.png,12000,,0,1792,50
Whole Chips Rempah Cassava 90gr/Keripik,https://storage.googleapis.com/indo-astro/Whole_Chips_Keripik_Rempah_Cassava_90gr_240x240.png,24800,,0,2070,90
Ladang Lima - Blackthins Cookies 100gr,https://storage.googleapis.com/indo-astro/Ladang_Lima_-_Blackthins_Cookies_100gr_PRODUCT_1646715730289_240x240.png,26300,,0,1000,100
Tropicana Slim Hokkaido Cheese Cookies 100gr,https://storage.googleapis.com/indo-astro/Tropicana_Slim_Hokkaido_Cheese_Cookies_100gr_1655356944164_PRODUCT_240x240.png,28100,,0,1000,100
Soyjoy Danish Cheese 28gr,https://storage.googleapis.com/indo-astro/Soyjoy_Danish_Cheese_30gr_PRODUCT_1645426417894_240x240.png,10700,,0,1000,28
Soyjoy Crispy With Macadamia 25gr,https://storage.googleapis.com/indo-astro/Soyjoy_Crispy_With_Macadamia_25gr_PRODUCT_1645426426020_240x240.png,10700,,0,1000,25
Soyjoy Almond Chocolate 30gr,https://storage.googleapis.com/indo-astro/Soyjoy_Almond_Chocolate_30gr_PRODUCT_1645426434353_240x240.png,10700,,0,1000,30
JollyTime Popcorn Blast O Butter 100gr,https://storage.googleapis.com/indo-astro/JollyTime_Popcorn_Blast_O_Butter_100gr_Jolly_Time_240x240.png,27500,,6,220,100
JollyTime Popcorn The Big Cheez 100gr,https://storage.googleapis.com/indo-astro/JollyTime_Popcorn_The_Big_Cheez_100gr_Jolly_Time_240x240.png,27500,,6,220,100
JollyTime Popcorn FunMania 100gr,https://storage.googleapis.com/indo-astro/JollyTime_Popcorn_FunMania_100gr_Jolly_Time_240x240.png,27500,,17,220,100
JollyTime Popcorn Mallow Magic 125gr,https://storage.googleapis.com/indo-astro/JollyTime_Popcorn_Mallow_Magic_125gr_Jolly_Time_240x240.png,37900,,7,220,125
Oishi Caramel Popcorn 100gr,https://storage.googleapis.com/indo-astro/Oishi_Caramel_Popcorn_100gr_240x240.png,14000,,5,2496,100
Mr P Original Garlic Peanuts 80gr/Kacang,https://storage.googleapis.com/indo-astro/Mr_P_Original_Garlic_Peanuts_80gr_Kacang_240x240.png,15800,,1,800,100
Oven Roasted Kacang Mede Jumbo 500gr,https://storage.googleapis.com/indo-astro/Oven_Roasted_Kacang_Mede_Jumbo_-_500gr_240x240.png,90100,,13,672,500
Oven Roasted Walnuts 500gr,https://storage.googleapis.com/indo-astro/Oven_Roasted_Walnuts_-_500gr_240x240.png,117200,,14,756,500
Greenara Raw Almond 500gr,https://storage.googleapis.com/indo-astro/Greenara_Raw_Almond_500gr_1650519671488_PRODUCT_240x240.png,82400,,6,432,500
Roasted Pumpkin Seed 200gr,https://storage.googleapis.com/indo-astro/Roasted_Pumpkin_Seed_-_200gr_240x240.png,50900,,1,440,210
White Sesame Seeds 200gr,https://storage.googleapis.com/indo-astro/White_Sesame_Seeds_-_200gr_240x240.png,61500,,5,440,215
Garuda Kacang Telur 110gr,https://storage.googleapis.com/indo-astro/Garuda_Kacang_Telur_110gr_1660032446004_PRODUCT_240x240.png,9900,,2,350,110
Greenara White Sesame Seeds 250gr,https://storage.googleapis.com/indo-astro/Greenara_White_Sesame_Seeds_250gr_1649402904613_PRODUCT_240x240.png,23000,,3,1000,250
Greenara Kacang Tanah Kupas Mentah 500gr,https://storage.googleapis.com/indo-astro/Greenara_Kacang_Tanah_Kupas_Mentah_500gr_1654155306035_PRODUCT_240x240.png,23900,,3,1000,500
Francis Organic Dried Cranberries 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Dried_Cranberries_85gr_1649387232608_PRODUCT_240x240.png,30000,,17,1000,85
Francis Organic Roasted Pumpkin Seeds 85gr,https://storage.googleapis.com/indo-astro/Francis_Organic_Roasted_Pumpkin_Seeds_85gr_1660040242092_PRODUCT_240x240.png,24900,,9,1000,85
Murgerbon Honey Butter Almond 30gr,https://storage.googleapis.com/indo-astro/Murgerbon_Honey_Butter_Almond_30gr_1649129045352_PRODUCT_240x240.png,27000,,5,1000,30
